lane	family	plane	corpus	mode	cwd	artifact	status_artifact	command	notes
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	canada	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/canada__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/canada__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 1777 canada track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-canada-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-canada-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	canada	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/canada__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/canada__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 1777 canada track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-canada-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-canada-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	citm_catalog	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/citm_catalog__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/citm_catalog__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 2316 citm_catalog track1"	status=PASS rc=0 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-citm_catalog-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-citm_catalog-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	citm_catalog	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/citm_catalog__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/citm_catalog__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 2316 citm_catalog track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-citm_catalog-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-citm_catalog-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	distinct_values	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/distinct_values__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/distinct_values__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 26037 distinct_values track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-distinct_values-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-distinct_values-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	distinct_values	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/distinct_values__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/distinct_values__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 26037 distinct_values track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-distinct_values-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-distinct_values-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	github_events	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/github_events__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/github_events__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 61414 github_events track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-github_events-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-github_events-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	github_events	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/github_events__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/github_events__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 61414 github_events track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-github_events-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-github_events-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	gsoc-2018	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/gsoc-2018__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/gsoc-2018__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 1202 gsoc-2018 track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-gsoc-2018-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-gsoc-2018-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	gsoc-2018	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/gsoc-2018__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/gsoc-2018__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 1202 gsoc-2018 track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-gsoc-2018-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-gsoc-2018-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	instruments	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/instruments__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/instruments__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 18154 instruments track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-instruments-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-instruments-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	instruments	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/instruments__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/instruments__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 18154 instruments track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-instruments-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-instruments-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	marine_ik	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/marine_ik__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/marine_ik__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 1341 marine_ik track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-marine_ik-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-marine_ik-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	marine_ik	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/marine_ik__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/marine_ik__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 1341 marine_ik track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-marine_ik-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-marine_ik-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	mesh	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/mesh__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/mesh__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 5528 mesh track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-mesh-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-mesh-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	mesh	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/mesh__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/mesh__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 5528 mesh track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-mesh-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-mesh-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	numbers	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/numbers__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/numbers__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 26645 numbers track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-numbers-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-numbers-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	numbers	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/numbers__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/numbers__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 26645 numbers track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-numbers-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-numbers-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	random	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/random__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/random__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 7836 random track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-random-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-random-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	random	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/random__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/random__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 7836 random track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-random-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-random-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	twitter	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/twitter__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/twitter__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 6334 twitter track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-twitter-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-twitter-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	twitter	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/twitter__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/twitter__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 6334 twitter track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-twitter-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-twitter-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	unicode_basic	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/unicode_basic__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/unicode_basic__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 3815 unicode_basic track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-unicode_basic-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-unicode_basic-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	unicode_basic	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/unicode_basic__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/unicode_basic__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 3815 unicode_basic track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-unicode_basic-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-unicode_basic-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	unicode_escapes	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/unicode_escapes__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/unicode_escapes__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 3807 unicode_escapes track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-unicode_escapes-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-unicode_escapes-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	unicode_escapes	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/unicode_escapes__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/unicode_escapes__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 3807 unicode_escapes track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-unicode_escapes-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-unicode_escapes-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	unicode_mixed	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/unicode_mixed__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/unicode_mixed__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 3799 unicode_mixed track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-unicode_mixed-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-unicode_mixed-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	unicode_mixed	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/unicode_mixed__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/unicode_mixed__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 3799 unicode_mixed track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-unicode_mixed-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-unicode_mixed-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	update_center	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/update_center__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/update_center__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 7503 update-center track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-update_center-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-update_center-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	update_center	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/update_center__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/update_center__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 7503 update-center track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-update_center-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-update_center-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	y_string_unicode	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/y_string_unicode__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/y_string_unicode__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 100000 y_string_unicode track1"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-y_string_unicode-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-y_string_unicode-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-direct	direct	y_string_unicode	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/direct-xctrace/cpu-counters/y_string_unicode__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/direct-xctrace/cpu-counters/y_string_unicode__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 100000 y_string_unicode track2"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-y_string_unicode-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-direct-y_string_unicode-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-parse	parse	apache_builds	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/parse-xctrace/cpu-counters/apache_builds__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/parse-xctrace/cpu-counters/apache_builds__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/apache_builds.json track1 31429"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-parse-apache_builds-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-parse-apache_builds-track1.err
xctrace-cpu-counters	xctrace-cpu-counters-parse	parse	apache_builds	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/parse-xctrace/cpu-counters/apache_builds__track2.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/parse-xctrace/cpu-counters/apache_builds__track2.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/apache_builds.json track2 31429"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-parse-apache_builds-track2.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-parse-apache_builds-track2.err
xctrace-cpu-counters	xctrace-cpu-counters-parse	parse	canada	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/parse-xctrace/cpu-counters/canada__track1.trace	/tmp/skv12-pin-p1/xctrace/capture_status.tsv	"cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template ""CPU Counters"" --output /tmp/skv12-pin-p1/parse-xctrace/cpu-counters/canada__track1.trace --no-prompt --time-limit 2000ms --launch -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/canada.json track1 1777"	status=PASS rc=54 stdout=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-parse-canada-track1.out stderr=/tmp/skv12-pin-p1/logs/xctrace-cpu-counters-parse-canada-track1.err
